target_node,root_cause_node,issue_type,severity,affected_column,paths,IssueNumber,DetailedPathDescription,timestamp,textual_representation,structured_textual_summary
execute-api.us-west-2.amazonaws.com_remote,payforadoption_AWS::ECS::Container,latency,0.034067252,latency_p90,"['payforadoption_AWS::ECS::Container', 'execute-api.us-west-2.amazonaws.com_remote']",1_17,The path of the issue is from payforadoption_AWS::ECS::Container to execute-api.us-west-2.amazonaws.com_remote.,2023-04-18 21:52,"On 2023-04-18 21:52, a latency issue with severity 0.03 was detected. Root Cause Node: payforadoption_AWS::ECS::Container, Target Node: execute-api.us-west-2.amazonaws.com_remote, Affected Metric: latency_p90. Path: ['payforadoption_AWS::ECS::Container', 'execute-api.us-west-2.amazonaws.com_remote']","On 2023-04-18 21:52, a latency issue was detected. The issue had a severity of 0.03, with 'payforadoption_AWS::ECS::Container' identified as the root cause and 'execute-api.us-west-2.amazonaws.com_remote' as the target. The affected metric was 'latency_p90'. The path involved: ['payforadoption_AWS::ECS::Container', 'execute-api.us-west-2.amazonaws.com_remote']."
lambda_step_readDDB_AWS::Lambda::Function,DynamoDB_AWS::DynamoDB,latency,0.11793618,latency_p50,"['lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'DynamoDB_AWS::DynamoDB']",0_18,"The path of the issue is from lambda_step_readDDB_AWS::Lambda::Function, through lambda_step_readDDB, to DynamoDB_AWS::DynamoDB.",2023-04-18 22:22,"On 2023-04-18 22:22, a latency issue with severity 0.12 was detected. Root Cause Node: DynamoDB_AWS::DynamoDB, Target Node: lambda_step_readDDB_AWS::Lambda::Function, Affected Metric: latency_p50. Path: ['lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'DynamoDB_AWS::DynamoDB']","On 2023-04-18 22:22, a latency issue was detected. The issue had a severity of 0.12, with 'DynamoDB_AWS::DynamoDB' identified as the root cause and 'lambda_step_readDDB_AWS::Lambda::Function' as the target. The affected metric was 'latency_p50'. The path involved: ['lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'DynamoDB_AWS::DynamoDB']."
AWS::StepFunctions::StateMachine,lambda_step_priceGreaterThan55_AWS::Lambda,latency,0.070515163,availability_Average,"['AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda']",2_12,The path of the issue is from AWS::StepFunctions::StateMachine to lambda_step_priceGreaterThan55_AWS::Lambda.,2023-04-19 5:27,"On 2023-04-19 5:27, a latency issue with severity 0.07 was detected. Root Cause Node: lambda_step_priceGreaterThan55_AWS::Lambda, Target Node: AWS::StepFunctions::StateMachine, Affected Metric: availability_Average. Path: ['AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda']","On 2023-04-19 5:27, a latency issue was detected. The issue had a severity of 0.07, with 'lambda_step_priceGreaterThan55_AWS::Lambda' identified as the root cause and 'AWS::StepFunctions::StateMachine' as the target. The affected metric was 'availability_Average'. The path involved: ['AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda']."
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,PetSearch_AWS::ECS::Fargate,latency,0.039219077,latency_p95,"['petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']",1_40,"The path of the issue is from petlistadoptions_AWS::ECS::Fargate, through PetSearch_AWS::ECS::Fargate, to AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement.",2023-04-18 21:52,"On 2023-04-18 21:52, a latency issue with severity 0.04 was detected. Root Cause Node: PetSearch_AWS::ECS::Fargate, Target Node: AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement, Affected Metric: latency_p95. Path: ['petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']","On 2023-04-18 21:52, a latency issue was detected. The issue had a severity of 0.04, with 'PetSearch_AWS::ECS::Fargate' identified as the root cause and 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement' as the target. The affected metric was 'latency_p95'. The path involved: ['petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']."
lambdastatusupdater_AWS::Lambda::Function,lambdastatusupdater_AWS::Lambda,latency,0.034218047,latency_p90,"['lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function']",2_39,The path of the issue is from lambdastatusupdater_AWS::Lambda to lambdastatusupdater_AWS::Lambda::Function.,2023-04-19 5:27,"On 2023-04-19 5:27, a latency issue with severity 0.03 was detected. Root Cause Node: lambdastatusupdater_AWS::Lambda, Target Node: lambdastatusupdater_AWS::Lambda::Function, Affected Metric: latency_p90. Path: ['lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function']","On 2023-04-19 5:27, a latency issue was detected. The issue had a severity of 0.03, with 'lambdastatusupdater_AWS::Lambda' identified as the root cause and 'lambdastatusupdater_AWS::Lambda::Function' as the target. The affected metric was 'latency_p90'. The path involved: ['lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function']."
169.254.170.2_remote,PetSearch_AWS::ECS::Fargate,latency,0.091498772,latency_p95,"['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']",1_24,"The path of the issue is from PetSite, through petlistadoptions_AWS::ECS::Fargate to PetSearch_AWS::ECS::Fargate, to 169.254.170.2_remote.",2023-04-18 21:52,"On 2023-04-18 21:52, a latency issue with severity 0.09 was detected. Root Cause Node: PetSearch_AWS::ECS::Fargate, Target Node: 169.254.170.2_remote, Affected Metric: latency_p95. Path: ['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']","On 2023-04-18 21:52, a latency issue was detected. The issue had a severity of 0.09, with 'PetSearch_AWS::ECS::Fargate' identified as the root cause and '169.254.170.2_remote' as the target. The affected metric was 'latency_p95'. The path involved: ['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']."
lambda_step_priceLessThan55,lambda_step_priceLessThan55_AWS::Lambda::Function,latency,0.121364614,latency_p50,"['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function', 'lambda_step_priceLessThan55']",2_41,"The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine to lambda_step_priceLessThan55_AWS::Lambda to lambda_step_priceLessThan55_AWS::Lambda::Function, to lambda_step_priceLessThan55.",2023-04-19 5:27,"On 2023-04-19 5:27, a latency issue with severity 0.12 was detected. Root Cause Node: lambda_step_priceLessThan55_AWS::Lambda::Function, Target Node: lambda_step_priceLessThan55, Affected Metric: latency_p50. Path: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function', 'lambda_step_priceLessThan55']","On 2023-04-19 5:27, a latency issue was detected. The issue had a severity of 0.12, with 'lambda_step_priceLessThan55_AWS::Lambda::Function' identified as the root cause and 'lambda_step_priceLessThan55' as the target. The affected metric was 'latency_p50'. The path involved: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function', 'lambda_step_priceLessThan55']."
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,petlistadoptions_AWS::ECS::Fargate,latency,0.09461717,latency_p99,"['petlistadoptions_client', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']",1_19,"The path of the issue is from petlistadoptions_client, through petlistadoptions_AWS::ECS::Fargate to PetSearch_AWS::ECS::Fargate, to AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement.",2023-04-18 21:52,"On 2023-04-18 21:52, a latency issue with severity 0.09 was detected. Root Cause Node: petlistadoptions_AWS::ECS::Fargate, Target Node: AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement, Affected Metric: latency_p99. Path: ['petlistadoptions_client', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']","On 2023-04-18 21:52, a latency issue was detected. The issue had a severity of 0.09, with 'petlistadoptions_AWS::ECS::Fargate' identified as the root cause and 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement' as the target. The affected metric was 'latency_p99'. The path involved: ['petlistadoptions_client', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']."
lambda_step_priceLessThan55_AWS::Lambda,lambda_step_priceLessThan55_AWS::Lambda::Function,latency,0.121670018,latency_Average,"['AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function']",1_9,"The path of the issue is from AWS::StepFunctions::StateMachine, through lambda_step_priceLessThan55_AWS::Lambda, to lambda_step_priceLessThan55_AWS::Lambda::Function.",2023-04-18 21:52,"On 2023-04-18 21:52, a latency issue with severity 0.12 was detected. Root Cause Node: lambda_step_priceLessThan55_AWS::Lambda::Function, Target Node: lambda_step_priceLessThan55_AWS::Lambda, Affected Metric: latency_Average. Path: ['AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function']","On 2023-04-18 21:52, a latency issue was detected. The issue had a severity of 0.12, with 'lambda_step_priceLessThan55_AWS::Lambda::Function' identified as the root cause and 'lambda_step_priceLessThan55_AWS::Lambda' as the target. The affected metric was 'latency_Average'. The path involved: ['AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function']."
PGSQL Query_remote,PetSite,latency,0.082132836,latency_Average,"['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PGSQL Query_remote']",1_47,"The path of the issue is from PetSite, through petlistadoptions_AWS::ECS::Fargate, to PGSQL Query_remote.",2023-04-18 21:52,"On 2023-04-18 21:52, a latency issue with severity 0.08 was detected. Root Cause Node: PetSite, Target Node: PGSQL Query_remote, Affected Metric: latency_Average. Path: ['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PGSQL Query_remote']","On 2023-04-18 21:52, a latency issue was detected. The issue had a severity of 0.08, with 'PetSite' identified as the root cause and 'PGSQL Query_remote' as the target. The affected metric was 'latency_Average'. The path involved: ['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PGSQL Query_remote']."
lambda_step_readDDB,lambda_step_readDDB_AWS::Lambda,latency,0.10751138,availability_Average,"['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB']",0_24,"The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine to lambda_step_readDDB_AWS::Lambda to lambda_step_readDDB_AWS::Lambda::Function, to lambda_step_readDDB.",2023-04-18 22:22,"On 2023-04-18 22:22, a latency issue with severity 0.11 was detected. Root Cause Node: lambda_step_readDDB_AWS::Lambda, Target Node: lambda_step_readDDB, Affected Metric: availability_Average. Path: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB']","On 2023-04-18 22:22, a latency issue was detected. The issue had a severity of 0.11, with 'lambda_step_readDDB_AWS::Lambda' identified as the root cause and 'lambda_step_readDDB' as the target. The affected metric was 'availability_Average'. The path involved: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB']."
lambdastatusupdater_AWS::Lambda,payforadoption_AWS::ECS::Container,latency,0.070184069,latency_p50,"['payforadoption_AWS::ECS::Container', 'PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage', 'lambdastatusupdater_AWS::Lambda']",0_33,"The path of the issue is from payforadoption_AWS::ECS::Container, through PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage, to lambdastatusupdater_AWS::Lambda.",2023-04-18 22:22,"On 2023-04-18 22:22, a latency issue with severity 0.07 was detected. Root Cause Node: payforadoption_AWS::ECS::Container, Target Node: lambdastatusupdater_AWS::Lambda, Affected Metric: latency_p50. Path: ['payforadoption_AWS::ECS::Container', 'PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage', 'lambdastatusupdater_AWS::Lambda']","On 2023-04-18 22:22, a latency issue was detected. The issue had a severity of 0.07, with 'payforadoption_AWS::ECS::Container' identified as the root cause and 'lambdastatusupdater_AWS::Lambda' as the target. The affected metric was 'latency_p50'. The path involved: ['payforadoption_AWS::ECS::Container', 'PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage', 'lambdastatusupdater_AWS::Lambda']."
lambda_step_priceGreaterThan55,Evidently_AWS::Evidently,latency,0.085187166,latency_p95,"['lambda_step_priceGreaterThan55', 'Evidently_AWS::Evidently']",1_42,The path of the issue is from lambda_step_priceGreaterThan55 to Evidently_AWS::Evidently.,2023-04-18 21:52,"On 2023-04-18 21:52, a latency issue with severity 0.09 was detected. Root Cause Node: Evidently_AWS::Evidently, Target Node: lambda_step_priceGreaterThan55, Affected Metric: latency_p95. Path: ['lambda_step_priceGreaterThan55', 'Evidently_AWS::Evidently']","On 2023-04-18 21:52, a latency issue was detected. The issue had a severity of 0.09, with 'Evidently_AWS::Evidently' identified as the root cause and 'lambda_step_priceGreaterThan55' as the target. The affected metric was 'latency_p95'. The path involved: ['lambda_step_priceGreaterThan55', 'Evidently_AWS::Evidently']."
lambda_step_priceGreaterThan55,lambda_step_priceGreaterThan55_AWS::Lambda,latency,0.121540479,latency_p50,"['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda', 'lambda_step_priceGreaterThan55_AWS::Lambda::Function', 'lambda_step_priceGreaterThan55']",0_11,"The path of the issue is from StepFnStateMachine76D362E8-T67Tg48ke8oK_client, through AWS::StepFunctions::StateMachine to lambda_step_priceGreaterThan55_AWS::Lambda to lambda_step_priceGreaterThan55_AWS::Lambda::Function, to lambda_step_priceGreaterThan55.",2023-04-18 22:22,"On 2023-04-18 22:22, a latency issue with severity 0.12 was detected. Root Cause Node: lambda_step_priceGreaterThan55_AWS::Lambda, Target Node: lambda_step_priceGreaterThan55, Affected Metric: latency_p50. Path: ['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda', 'lambda_step_priceGreaterThan55_AWS::Lambda::Function', 'lambda_step_priceGreaterThan55']","On 2023-04-18 22:22, a latency issue was detected. The issue had a severity of 0.12, with 'lambda_step_priceGreaterThan55_AWS::Lambda' identified as the root cause and 'lambda_step_priceGreaterThan55' as the target. The affected metric was 'latency_p50'. The path involved: ['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda', 'lambda_step_priceGreaterThan55_AWS::Lambda::Function', 'lambda_step_priceGreaterThan55']."
SimpleNotificationService_AWS::SimpleNotificationService,PetSite,latency,0.094947362,latency_p50,"['PetSite', 'SimpleNotificationService_AWS::SimpleNotificationService']",2_14,The path of the issue is from PetSite to SimpleNotificationService_AWS::SimpleNotificationService.,2023-04-19 5:27,"On 2023-04-19 5:27, a latency issue with severity 0.09 was detected. Root Cause Node: PetSite, Target Node: SimpleNotificationService_AWS::SimpleNotificationService, Affected Metric: latency_p50. Path: ['PetSite', 'SimpleNotificationService_AWS::SimpleNotificationService']","On 2023-04-19 5:27, a latency issue was detected. The issue had a severity of 0.09, with 'PetSite' identified as the root cause and 'SimpleNotificationService_AWS::SimpleNotificationService' as the target. The affected metric was 'latency_p50'. The path involved: ['PetSite', 'SimpleNotificationService_AWS::SimpleNotificationService']."
AWS::StepFunctions::StateMachine,lambda_step_readDDB_AWS::Lambda,latency,0.083213425,latency_p90,"['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda']",0_17,"The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine, to lambda_step_readDDB_AWS::Lambda.",2023-04-18 22:22,"On 2023-04-18 22:22, a latency issue with severity 0.08 was detected. Root Cause Node: lambda_step_readDDB_AWS::Lambda, Target Node: AWS::StepFunctions::StateMachine, Affected Metric: latency_p90. Path: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda']","On 2023-04-18 22:22, a latency issue was detected. The issue had a severity of 0.08, with 'lambda_step_readDDB_AWS::Lambda' identified as the root cause and 'AWS::StepFunctions::StateMachine' as the target. The affected metric was 'latency_p90'. The path involved: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda']."
lambda_step_priceGreaterThan55_AWS::Lambda,AWS::StepFunctions::StateMachine,latency,0.055943205,latency_p50,"['AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda', 'lambda_step_priceGreaterThan55_AWS::Lambda::Function', 'lambda_step_priceGreaterThan55', 'Evidently_AWS::Evidently']",0_28,"The path of the issue is from AWS::StepFunctions::StateMachine, through lambda_step_priceGreaterThan55_AWS::Lambda to lambda_step_priceGreaterThan55_AWS::Lambda::Function to lambda_step_priceGreaterThan55, to Evidently_AWS::Evidently.",2023-04-18 22:22,"On 2023-04-18 22:22, a latency issue with severity 0.06 was detected. Root Cause Node: AWS::StepFunctions::StateMachine, Target Node: lambda_step_priceGreaterThan55_AWS::Lambda, Affected Metric: latency_p50. Path: ['AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda', 'lambda_step_priceGreaterThan55_AWS::Lambda::Function', 'lambda_step_priceGreaterThan55', 'Evidently_AWS::Evidently']","On 2023-04-18 22:22, a latency issue was detected. The issue had a severity of 0.06, with 'AWS::StepFunctions::StateMachine' identified as the root cause and 'lambda_step_priceGreaterThan55_AWS::Lambda' as the target. The affected metric was 'latency_p50'. The path involved: ['AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda', 'lambda_step_priceGreaterThan55_AWS::Lambda::Function', 'lambda_step_priceGreaterThan55', 'Evidently_AWS::Evidently']."
petlistadoptions_AWS::ECS::Fargate,petInfo_AWS::DynamoDB::Table,latency,0.065924132,availability_Average,"['petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'petInfo_AWS::DynamoDB::Table']",2_4,"The path of the issue is from petlistadoptions_AWS::ECS::Fargate, through PetSearch_AWS::ECS::Fargate, to petInfo_AWS::DynamoDB::Table.",2023-04-19 5:27,"On 2023-04-19 5:27, a latency issue with severity 0.07 was detected. Root Cause Node: petInfo_AWS::DynamoDB::Table, Target Node: petlistadoptions_AWS::ECS::Fargate, Affected Metric: availability_Average. Path: ['petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'petInfo_AWS::DynamoDB::Table']","On 2023-04-19 5:27, a latency issue was detected. The issue had a severity of 0.07, with 'petInfo_AWS::DynamoDB::Table' identified as the root cause and 'petlistadoptions_AWS::ECS::Fargate' as the target. The affected metric was 'availability_Average'. The path involved: ['petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'petInfo_AWS::DynamoDB::Table']."
lambdastatusupdater_AWS::Lambda::Function,petInfo_AWS::DynamoDB::Table,latency,0.036039326,latency_p50,"['lambdastatusupdater_AWS::Lambda::Function', 'petInfo_AWS::DynamoDB::Table']",0_0,The path of the issue is from lambdastatusupdater_AWS::Lambda::Function to petInfo_AWS::DynamoDB::Table.,2023-04-18 22:22,"On 2023-04-18 22:22, a latency issue with severity 0.04 was detected. Root Cause Node: petInfo_AWS::DynamoDB::Table, Target Node: lambdastatusupdater_AWS::Lambda::Function, Affected Metric: latency_p50. Path: ['lambdastatusupdater_AWS::Lambda::Function', 'petInfo_AWS::DynamoDB::Table']","On 2023-04-18 22:22, a latency issue was detected. The issue had a severity of 0.04, with 'petInfo_AWS::DynamoDB::Table' identified as the root cause and 'lambdastatusupdater_AWS::Lambda::Function' as the target. The affected metric was 'latency_p50'. The path involved: ['lambdastatusupdater_AWS::Lambda::Function', 'petInfo_AWS::DynamoDB::Table']."
payforadoption_AWS::ECS::Container,adoptions@services-database.us-west-2.rds.amazonaws.com_Database::SQL,latency,0.058135487,latency_p50,"['payforadoption_AWS::ECS::Container', 'adoptions@services-database.us-west-2.rds.amazonaws.com_Database::SQL']",0_23,The path of the issue is from payforadoption_AWS::ECS::Container to adoptions@services-database.us-west-2.rds.amazonaws.com_Database::SQL.,2023-04-18 22:22,"On 2023-04-18 22:22, a latency issue with severity 0.06 was detected. Root Cause Node: adoptions@services-database.us-west-2.rds.amazonaws.com_Database::SQL, Target Node: payforadoption_AWS::ECS::Container, Affected Metric: latency_p50. Path: ['payforadoption_AWS::ECS::Container', 'adoptions@services-database.us-west-2.rds.amazonaws.com_Database::SQL']","On 2023-04-18 22:22, a latency issue was detected. The issue had a severity of 0.06, with 'adoptions@services-database.us-west-2.rds.amazonaws.com_Database::SQL' identified as the root cause and 'payforadoption_AWS::ECS::Container' as the target. The affected metric was 'latency_p50'. The path involved: ['payforadoption_AWS::ECS::Container', 'adoptions@services-database.us-west-2.rds.amazonaws.com_Database::SQL']."
Servi-searc.us-west-2.elb.amazonaws.com_remote,petlistadoptions_AWS::ECS::Fargate,latency,0.086717001,latency_p99,"['petlistadoptions_AWS::ECS::Fargate', 'Servi-searc.us-west-2.elb.amazonaws.com_remote']",0_45,The path of the issue is from petlistadoptions_AWS::ECS::Fargate to Servi-searc.us-west-2.elb.amazonaws.com_remote.,2023-04-18 22:22,"On 2023-04-18 22:22, a latency issue with severity 0.09 was detected. Root Cause Node: petlistadoptions_AWS::ECS::Fargate, Target Node: Servi-searc.us-west-2.elb.amazonaws.com_remote, Affected Metric: latency_p99. Path: ['petlistadoptions_AWS::ECS::Fargate', 'Servi-searc.us-west-2.elb.amazonaws.com_remote']","On 2023-04-18 22:22, a latency issue was detected. The issue had a severity of 0.09, with 'petlistadoptions_AWS::ECS::Fargate' identified as the root cause and 'Servi-searc.us-west-2.elb.amazonaws.com_remote' as the target. The affected metric was 'latency_p99'. The path involved: ['petlistadoptions_AWS::ECS::Fargate', 'Servi-searc.us-west-2.elb.amazonaws.com_remote']."
AWS::StepFunctions::StateMachine,lambda_step_priceLessThan55_AWS::Lambda,latency,0.031525818,latency_p90,"['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function', 'lambda_step_priceLessThan55']",0_7,"The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine to lambda_step_priceLessThan55_AWS::Lambda to lambda_step_priceLessThan55_AWS::Lambda::Function, to lambda_step_priceLessThan55.",2023-04-18 22:22,"On 2023-04-18 22:22, a latency issue with severity 0.03 was detected. Root Cause Node: lambda_step_priceLessThan55_AWS::Lambda, Target Node: AWS::StepFunctions::StateMachine, Affected Metric: latency_p90. Path: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function', 'lambda_step_priceLessThan55']","On 2023-04-18 22:22, a latency issue was detected. The issue had a severity of 0.03, with 'lambda_step_priceLessThan55_AWS::Lambda' identified as the root cause and 'AWS::StepFunctions::StateMachine' as the target. The affected metric was 'latency_p90'. The path involved: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function', 'lambda_step_priceLessThan55']."
petInfo_AWS::DynamoDB::Table,lambdastatusupdater_AWS::Lambda,latency,0.044543976,latency_p95,"['lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function', 'petInfo_AWS::DynamoDB::Table']",0_44,"The path of the issue is from lambdastatusupdater_AWS::Lambda, through lambdastatusupdater_AWS::Lambda::Function, to petInfo_AWS::DynamoDB::Table.",2023-04-18 22:22,"On 2023-04-18 22:22, a latency issue with severity 0.04 was detected. Root Cause Node: lambdastatusupdater_AWS::Lambda, Target Node: petInfo_AWS::DynamoDB::Table, Affected Metric: latency_p95. Path: ['lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function', 'petInfo_AWS::DynamoDB::Table']","On 2023-04-18 22:22, a latency issue was detected. The issue had a severity of 0.04, with 'lambdastatusupdater_AWS::Lambda' identified as the root cause and 'petInfo_AWS::DynamoDB::Table' as the target. The affected metric was 'latency_p95'. The path involved: ['lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function', 'petInfo_AWS::DynamoDB::Table']."
PetSite,servi-searc.us-west-2.elb.amazonaws.com_remote,latency,0.051952722,latency_p95,"['PetSite', 'servi-searc.us-west-2.elb.amazonaws.com_remote']",1_18,The path of the issue is from PetSite to servi-searc.us-west-2.elb.amazonaws.com_remote.,2023-04-18 21:52,"On 2023-04-18 21:52, a latency issue with severity 0.05 was detected. Root Cause Node: servi-searc.us-west-2.elb.amazonaws.com_remote, Target Node: PetSite, Affected Metric: latency_p95. Path: ['PetSite', 'servi-searc.us-west-2.elb.amazonaws.com_remote']","On 2023-04-18 21:52, a latency issue was detected. The issue had a severity of 0.05, with 'servi-searc.us-west-2.elb.amazonaws.com_remote' identified as the root cause and 'PetSite' as the target. The affected metric was 'latency_p95'. The path involved: ['PetSite', 'servi-searc.us-west-2.elb.amazonaws.com_remote']."
invalid_AWS::DynamoDB::Table,payforadoption_AWS::ECS::Container,latency,0.120055467,latency_p50,"['payforadoption_AWS::ECS::Container', 'PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage', 'lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function', 'invalid_AWS::DynamoDB::Table']",1_38,"The path of the issue is from payforadoption_AWS::ECS::Container, through PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage to lambdastatusupdater_AWS::Lambda to lambdastatusupdater_AWS::Lambda::Function, to invalid_AWS::DynamoDB::Table.",2023-04-18 21:52,"On 2023-04-18 21:52, a latency issue with severity 0.12 was detected. Root Cause Node: payforadoption_AWS::ECS::Container, Target Node: invalid_AWS::DynamoDB::Table, Affected Metric: latency_p50. Path: ['payforadoption_AWS::ECS::Container', 'PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage', 'lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function', 'invalid_AWS::DynamoDB::Table']","On 2023-04-18 21:52, a latency issue was detected. The issue had a severity of 0.12, with 'payforadoption_AWS::ECS::Container' identified as the root cause and 'invalid_AWS::DynamoDB::Table' as the target. The affected metric was 'latency_p50'. The path involved: ['payforadoption_AWS::ECS::Container', 'PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage', 'lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function', 'invalid_AWS::DynamoDB::Table']."
