target_node,root_cause_node,issue_type,severity,affected_column,timestamp,paths,IssueNumber,DetailedPathDescription,Summary
Servi-searc.us-west-2.elb.amazonaws.com_remote,petlistadoptions_AWS::ECS::Fargate,latency,0.0867170012835775,latency_p99,2024-05-26 22:56:59.476215,"['petlistadoptions_AWS::ECS::Fargate', 'Servi-searc.us-west-2.elb.amazonaws.com_remote']",0_45,The path of the issue is from petlistadoptions_AWS::ECS::Fargate to Servi-searc.us-west-2.elb.amazonaws.com_remote.,"On 2024-05-26 22:56:59.476215, a latency issue at target node Servi-searc.us-west-2.elb.amazonaws.com_remote, primarily caused by root cause node petlistadoptions_AWS::ECS::Fargate, affects latency_p99 with a severity of 0.087. The path of the issue is from petlistadoptions_AWS::ECS::Fargate to Servi-searc.us-west-2.elb.amazonaws.com_remote."
AWS::StepFunctions::StateMachine,lambda_step_priceLessThan55_AWS::Lambda,latency,0.0315258183399402,latency_p90,2024-05-26 22:56:50.495615,"['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function', 'lambda_step_priceLessThan55']",0_7,"The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine to lambda_step_priceLessThan55_AWS::Lambda to lambda_step_priceLessThan55_AWS::Lambda::Function, to lambda_step_priceLessThan55.","On 2024-05-26 22:56:50.495615, a latency issue at target node AWS::StepFunctions::StateMachine, primarily caused by root cause node lambda_step_priceLessThan55_AWS::Lambda, affects latency_p90 with a severity of 0.032. The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine to lambda_step_priceLessThan55_AWS::Lambda to lambda_step_priceLessThan55_AWS::Lambda::Function, to lambda_step_priceLessThan55."
petInfo_AWS::DynamoDB::Table,lambdastatusupdater_AWS::Lambda,latency,0.0445439758644898,latency_p95,2024-05-26 22:56:59.253358,"['lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function', 'petInfo_AWS::DynamoDB::Table']",0_44,"The path of the issue is from lambdastatusupdater_AWS::Lambda, through lambdastatusupdater_AWS::Lambda::Function, to petInfo_AWS::DynamoDB::Table.","On 2024-05-26 22:56:59.253358, a latency issue at target node petInfo_AWS::DynamoDB::Table, primarily caused by root cause node lambdastatusupdater_AWS::Lambda, affects latency_p95 with a severity of 0.045. The path of the issue is from lambdastatusupdater_AWS::Lambda, through lambdastatusupdater_AWS::Lambda::Function, to petInfo_AWS::DynamoDB::Table."
PetSite,servi-searc.us-west-2.elb.amazonaws.com_remote,latency,0.0519527222476152,latency_p95,2024-05-26 22:57:04.598681,"['PetSite', 'servi-searc.us-west-2.elb.amazonaws.com_remote']",1_18,The path of the issue is from PetSite to servi-searc.us-west-2.elb.amazonaws.com_remote.,"On 2024-05-26 22:57:04.598681, a latency issue at target node PetSite, primarily caused by root cause node servi-searc.us-west-2.elb.amazonaws.com_remote, affects latency_p95 with a severity of 0.052. The path of the issue is from PetSite to servi-searc.us-west-2.elb.amazonaws.com_remote."
invalid_AWS::DynamoDB::Table,payforadoption_AWS::ECS::Container,latency,0.120055467270039,latency_p50,2024-05-26 22:57:09.099970,"['payforadoption_AWS::ECS::Container', 'PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage', 'lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function', 'invalid_AWS::DynamoDB::Table']",1_38,"The path of the issue is from payforadoption_AWS::ECS::Container, through PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage to lambdastatusupdater_AWS::Lambda to lambdastatusupdater_AWS::Lambda::Function, to invalid_AWS::DynamoDB::Table.","On 2024-05-26 22:57:09.099970, a latency issue at target node invalid_AWS::DynamoDB::Table, primarily caused by root cause node payforadoption_AWS::ECS::Container, affects latency_p50 with a severity of 0.120. The path of the issue is from payforadoption_AWS::ECS::Container, through PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage to lambdastatusupdater_AWS::Lambda to lambdastatusupdater_AWS::Lambda::Function, to invalid_AWS::DynamoDB::Table."
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,petlistadoptions_AWS::ECS::Fargate,latency,0.094520756996808,latency_p90,2024-05-26 22:57:04.150957,"['petlistadoptions_client', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']",1_16,"The path of the issue is from petlistadoptions_client, through petlistadoptions_AWS::ECS::Fargate to PetSearch_AWS::ECS::Fargate, to AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement.","On 2024-05-26 22:57:04.150957, a latency issue at target node AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement, primarily caused by root cause node petlistadoptions_AWS::ECS::Fargate, affects latency_p90 with a severity of 0.095. The path of the issue is from petlistadoptions_client, through petlistadoptions_AWS::ECS::Fargate to PetSearch_AWS::ECS::Fargate, to AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement."
AWS::StepFunctions::StateMachine,PetSite,latency,0.047682695064305,availability_Average,2024-05-26 22:56:55.209242,"['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda']",0_27,"The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine, to lambda_step_priceGreaterThan55_AWS::Lambda.","On 2024-05-26 22:56:55.209242, a latency issue at target node AWS::StepFunctions::StateMachine, primarily caused by root cause node PetSite, affects availability_Average with a severity of 0.048. The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine, to lambda_step_priceGreaterThan55_AWS::Lambda."
PetSite,S3_AWS::S3,latency,0.0407563471201647,latency_p95,2024-05-26 22:57:03.031903,"['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'S3_AWS::S3']",1_11,"The path of the issue is from PetSite, through petlistadoptions_AWS::ECS::Fargate to PetSearch_AWS::ECS::Fargate, to S3_AWS::S3.","On 2024-05-26 22:57:03.031903, a latency issue at target node PetSite, primarily caused by root cause node S3_AWS::S3, affects latency_p95 with a severity of 0.041. The path of the issue is from PetSite, through petlistadoptions_AWS::ECS::Fargate to PetSearch_AWS::ECS::Fargate, to S3_AWS::S3."
SimpleNotificationService_AWS::SimpleNotificationService,PetSite,latency,0.1087551298706853,availability_Average,2024-05-26 22:56:53.304152,"['PetSite', 'SimpleNotificationService_AWS::SimpleNotificationService']",0_19,The path of the issue is from PetSite to SimpleNotificationService_AWS::SimpleNotificationService.,"On 2024-05-26 22:56:53.304152, a latency issue at target node SimpleNotificationService_AWS::SimpleNotificationService, primarily caused by root cause node PetSite, affects availability_Average with a severity of 0.109. The path of the issue is from PetSite to SimpleNotificationService_AWS::SimpleNotificationService."
lambda_step_readDDB_AWS::Lambda::Function,lambda_step_readDDB,latency,0.0618778533527265,availability_Average,2024-05-26 22:57:09.325898,"['lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB']",1_39,The path of the issue is from lambda_step_readDDB_AWS::Lambda::Function to lambda_step_readDDB.,"On 2024-05-26 22:57:09.325898, a latency issue at target node lambda_step_readDDB_AWS::Lambda::Function, primarily caused by root cause node lambda_step_readDDB, affects availability_Average with a severity of 0.062. The path of the issue is from lambda_step_readDDB_AWS::Lambda::Function to lambda_step_readDDB."
servi-petsi.us-west-2.elb.amazonaws.com_remote,PetSite,latency,0.1053587302195134,latency_p50,2024-05-26 22:57:22.552879,"['PetSite', 'servi-petsi.us-west-2.elb.amazonaws.com_remote']",2_47,The path of the issue is from PetSite to servi-petsi.us-west-2.elb.amazonaws.com_remote.,"On 2024-05-26 22:57:22.552879, a latency issue at target node servi-petsi.us-west-2.elb.amazonaws.com_remote, primarily caused by root cause node PetSite, affects latency_p50 with a severity of 0.105. The path of the issue is from PetSite to servi-petsi.us-west-2.elb.amazonaws.com_remote."
STS_AWS::STS,PetSite,latency,0.0972224259256885,latency_p90,2024-05-26 22:57:01.035679,"['PetSite', 'STS_AWS::STS']",1_2,The path of the issue is from PetSite to STS_AWS::STS.,"On 2024-05-26 22:57:01.035679, a latency issue at target node STS_AWS::STS, primarily caused by root cause node PetSite, affects latency_p90 with a severity of 0.097. The path of the issue is from PetSite to STS_AWS::STS."
PetSite,DynamoDB_AWS::DynamoDB,latency,0.0759930882225599,latency_Average,2024-05-26 22:57:20.098189,"['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'DynamoDB_AWS::DynamoDB']",2_36,"The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine to lambda_step_readDDB_AWS::Lambda to lambda_step_readDDB_AWS::Lambda::Function to lambda_step_readDDB, to DynamoDB_AWS::DynamoDB.","On 2024-05-26 22:57:20.098189, a latency issue at target node PetSite, primarily caused by root cause node DynamoDB_AWS::DynamoDB, affects latency_Average with a severity of 0.076. The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine to lambda_step_readDDB_AWS::Lambda to lambda_step_readDDB_AWS::Lambda::Function to lambda_step_readDDB, to DynamoDB_AWS::DynamoDB."
AWS::StepFunctions::StateMachine,lambda_step_priceLessThan55_AWS::Lambda,latency,0.1152832034631105,availability_Average,2024-05-26 22:57:00.145475,"['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda']",0_48,"The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine, to lambda_step_priceLessThan55_AWS::Lambda.","On 2024-05-26 22:57:00.145475, a latency issue at target node AWS::StepFunctions::StateMachine, primarily caused by root cause node lambda_step_priceLessThan55_AWS::Lambda, affects availability_Average with a severity of 0.115. The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine, to lambda_step_priceLessThan55_AWS::Lambda."
PetSite,www.amazon.com_remote,latency,0.0400822655182229,latency_Average,2024-05-26 22:57:16.963531,"['PetSite', 'payforadoption_AWS::ECS::Container', 'www.amazon.com_remote']",2_22,"The path of the issue is from PetSite, through payforadoption_AWS::ECS::Container, to www.amazon.com_remote.","On 2024-05-26 22:57:16.963531, a latency issue at target node PetSite, primarily caused by root cause node www.amazon.com_remote, affects latency_Average with a severity of 0.040. The path of the issue is from PetSite, through payforadoption_AWS::ECS::Container, to www.amazon.com_remote."
petInfo_AWS::DynamoDB::Table,PetSearch_client,latency,0.1152305190311656,latency_Average,2024-05-26 22:56:57.102956,"['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', 'petInfo_AWS::DynamoDB::Table']",0_35,"The path of the issue is from PetSearch_client, through PetSearch_AWS::ECS::Fargate, to petInfo_AWS::DynamoDB::Table.","On 2024-05-26 22:56:57.102956, a latency issue at target node petInfo_AWS::DynamoDB::Table, primarily caused by root cause node PetSearch_client, affects latency_Average with a severity of 0.115. The path of the issue is from PetSearch_client, through PetSearch_AWS::ECS::Fargate, to petInfo_AWS::DynamoDB::Table."
lambda_step_readDDB_AWS::Lambda,AWS::StepFunctions::StateMachine,latency,0.0763372249900649,latency_p90,2024-05-26 22:57:16.730292,"['AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda']",2_21,The path of the issue is from AWS::StepFunctions::StateMachine to lambda_step_readDDB_AWS::Lambda.,"On 2024-05-26 22:57:16.730292, a latency issue at target node lambda_step_readDDB_AWS::Lambda, primarily caused by root cause node AWS::StepFunctions::StateMachine, affects latency_p90 with a severity of 0.076. The path of the issue is from AWS::StepFunctions::StateMachine to lambda_step_readDDB_AWS::Lambda."
lambdastatusupdater_AWS::Lambda::Function,petInfo_AWS::DynamoDB::Table,latency,0.0554457662988042,latency_p95,2024-05-26 22:57:00.811573,"['lambdastatusupdater_AWS::Lambda::Function', 'petInfo_AWS::DynamoDB::Table']",1_1,The path of the issue is from lambdastatusupdater_AWS::Lambda::Function to petInfo_AWS::DynamoDB::Table.,"On 2024-05-26 22:57:00.811573, a latency issue at target node lambdastatusupdater_AWS::Lambda::Function, primarily caused by root cause node petInfo_AWS::DynamoDB::Table, affects latency_p95 with a severity of 0.055. The path of the issue is from lambdastatusupdater_AWS::Lambda::Function to petInfo_AWS::DynamoDB::Table."
PetSearch_client,169.254.170.2_remote,latency,0.0891799835180148,availability_Average,2024-05-26 22:57:15.994931,"['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']",2_18,"The path of the issue is from PetSearch_client, through PetSearch_AWS::ECS::Fargate, to 169.254.170.2_remote.","On 2024-05-26 22:57:15.994931, a latency issue at target node PetSearch_client, primarily caused by root cause node 169.254.170.2_remote, affects availability_Average with a severity of 0.089. The path of the issue is from PetSearch_client, through PetSearch_AWS::ECS::Fargate, to 169.254.170.2_remote."
Evidently_AWS::Evidently,lambda_step_priceLessThan55,latency,0.098116395188172,availability_Average,2024-05-26 22:57:00.367364,"['lambda_step_priceLessThan55', 'Evidently_AWS::Evidently']",0_49,The path of the issue is from lambda_step_priceLessThan55 to Evidently_AWS::Evidently.,"On 2024-05-26 22:57:00.367364, a latency issue at target node Evidently_AWS::Evidently, primarily caused by root cause node lambda_step_priceLessThan55, affects availability_Average with a severity of 0.098. The path of the issue is from lambda_step_priceLessThan55 to Evidently_AWS::Evidently."
PetSite,lambda_step_priceLessThan55_AWS::Lambda,latency,0.1047685865857012,availability_Average,2024-05-26 22:56:53.764159,"['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function']",0_21,"The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine to lambda_step_priceLessThan55_AWS::Lambda, to lambda_step_priceLessThan55_AWS::Lambda::Function.","On 2024-05-26 22:56:53.764159, a latency issue at target node PetSite, primarily caused by root cause node lambda_step_priceLessThan55_AWS::Lambda, affects availability_Average with a severity of 0.105. The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine to lambda_step_priceLessThan55_AWS::Lambda, to lambda_step_priceLessThan55_AWS::Lambda::Function."
PetSearch_AWS::ECS::Fargate,petlistadoptions_AWS::ECS::Fargate,latency,0.1018240974176545,availability_Average,2024-05-26 22:56:59.696972,"['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']",0_46,"The path of the issue is from PetSite, through petlistadoptions_AWS::ECS::Fargate to PetSearch_AWS::ECS::Fargate, to 169.254.170.2_remote.","On 2024-05-26 22:56:59.696972, a latency issue at target node PetSearch_AWS::ECS::Fargate, primarily caused by root cause node petlistadoptions_AWS::ECS::Fargate, affects availability_Average with a severity of 0.102. The path of the issue is from PetSite, through petlistadoptions_AWS::ECS::Fargate to PetSearch_AWS::ECS::Fargate, to 169.254.170.2_remote."
lambda_step_readDDB_AWS::Lambda::Function,StepFnStateMachine76D362E8-T67Tg48ke8oK_client,latency,0.0935563425129884,latency_p95,2024-05-26 22:57:17.189188,"['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'SSM_AWS::SSM']",2_23,"The path of the issue is from StepFnStateMachine76D362E8-T67Tg48ke8oK_client, through AWS::StepFunctions::StateMachine to lambda_step_readDDB_AWS::Lambda to lambda_step_readDDB_AWS::Lambda::Function to lambda_step_readDDB, to SSM_AWS::SSM.","On 2024-05-26 22:57:17.189188, a latency issue at target node lambda_step_readDDB_AWS::Lambda::Function, primarily caused by root cause node StepFnStateMachine76D362E8-T67Tg48ke8oK_client, affects latency_p95 with a severity of 0.094. The path of the issue is from StepFnStateMachine76D362E8-T67Tg48ke8oK_client, through AWS::StepFunctions::StateMachine to lambda_step_readDDB_AWS::Lambda to lambda_step_readDDB_AWS::Lambda::Function to lambda_step_readDDB, to SSM_AWS::SSM."
petlistadoptions_AWS::ECS::Fargate,AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,latency,0.0307269562660959,latency_p99,2024-05-26 22:57:03.484650,"['petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']",1_13,"The path of the issue is from petlistadoptions_AWS::ECS::Fargate, through PetSearch_AWS::ECS::Fargate, to AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement.","On 2024-05-26 22:57:03.484650, a latency issue at target node petlistadoptions_AWS::ECS::Fargate, primarily caused by root cause node AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement, affects latency_p99 with a severity of 0.031. The path of the issue is from petlistadoptions_AWS::ECS::Fargate, through PetSearch_AWS::ECS::Fargate, to AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement."
SimpleSystemsManagement_AWS::SimpleSystemsManagement,PetSite,latency,0.0683749921264108,availability_Average,2024-05-26 22:57:22.109831,"['PetSite', 'SimpleSystemsManagement_AWS::SimpleSystemsManagement']",2_45,The path of the issue is from PetSite to SimpleSystemsManagement_AWS::SimpleSystemsManagement.,"On 2024-05-26 22:57:22.109831, a latency issue at target node SimpleSystemsManagement_AWS::SimpleSystemsManagement, primarily caused by root cause node PetSite, affects availability_Average with a severity of 0.068. The path of the issue is from PetSite to SimpleSystemsManagement_AWS::SimpleSystemsManagement."
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,PetSearch_AWS::ECS::Fargate,latency,0.1036606123655272,latency_p99,2024-05-26 22:57:17.638038,"['PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']",2_25,The path of the issue is from PetSearch_AWS::ECS::Fargate to AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement.,"On 2024-05-26 22:57:17.638038, a latency issue at target node AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement, primarily caused by root cause node PetSearch_AWS::ECS::Fargate, affects latency_p99 with a severity of 0.104. The path of the issue is from PetSearch_AWS::ECS::Fargate to AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement."
payforadoption_AWS::ECS::Container,amazon.com_remote,latency,0.0532051294966974,availability_Average,2024-05-26 22:57:05.056483,"['PetSite', 'payforadoption_AWS::ECS::Container', 'amazon.com_remote']",1_20,"The path of the issue is from PetSite, through payforadoption_AWS::ECS::Container, to amazon.com_remote.","On 2024-05-26 22:57:05.056483, a latency issue at target node payforadoption_AWS::ECS::Container, primarily caused by root cause node amazon.com_remote, affects availability_Average with a severity of 0.053. The path of the issue is from PetSite, through payforadoption_AWS::ECS::Container, to amazon.com_remote."
www.amazon.com_remote,payforadoption_AWS::ECS::Container,latency,0.0521940392982719,availability_Average,2024-05-26 22:57:19.203064,"['payforadoption_AWS::ECS::Container', 'www.amazon.com_remote']",2_32,The path of the issue is from payforadoption_AWS::ECS::Container to www.amazon.com_remote.,"On 2024-05-26 22:57:19.203064, a latency issue at target node www.amazon.com_remote, primarily caused by root cause node payforadoption_AWS::ECS::Container, affects availability_Average with a severity of 0.052. The path of the issue is from payforadoption_AWS::ECS::Container to www.amazon.com_remote."
payforadoption_AWS::ECS::Container,execute-api.us-west-2.amazonaws.com_remote,latency,0.1035679303362894,latency_p90,2024-05-26 22:57:03.262664,"['payforadoption_AWS::ECS::Container', 'execute-api.us-west-2.amazonaws.com_remote']",1_12,The path of the issue is from payforadoption_AWS::ECS::Container to execute-api.us-west-2.amazonaws.com_remote.,"On 2024-05-26 22:57:03.262664, a latency issue at target node payforadoption_AWS::ECS::Container, primarily caused by root cause node execute-api.us-west-2.amazonaws.com_remote, affects latency_p90 with a severity of 0.104. The path of the issue is from payforadoption_AWS::ECS::Container to execute-api.us-west-2.amazonaws.com_remote."
servi-searc.us-west-2.elb.amazonaws.com_remote,PetSite,latency,0.0778602879512523,latency_p90,2024-05-26 22:57:13.023103,"['PetSite', 'servi-searc.us-west-2.elb.amazonaws.com_remote']",2_5,The path of the issue is from PetSite to servi-searc.us-west-2.elb.amazonaws.com_remote.,"On 2024-05-26 22:57:13.023103, a latency issue at target node servi-searc.us-west-2.elb.amazonaws.com_remote, primarily caused by root cause node PetSite, affects latency_p90 with a severity of 0.078. The path of the issue is from PetSite to servi-searc.us-west-2.elb.amazonaws.com_remote."
PetSearch_AWS::ECS::Fargate,PetSite,latency,0.1269151217742165,latency_p99,2024-05-26 22:56:50.951722,"['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']",0_9,"The path of the issue is from PetSite, through petlistadoptions_AWS::ECS::Fargate to PetSearch_AWS::ECS::Fargate, to AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement.","On 2024-05-26 22:56:50.951722, a latency issue at target node PetSearch_AWS::ECS::Fargate, primarily caused by root cause node PetSite, affects latency_p99 with a severity of 0.127. The path of the issue is from PetSite, through petlistadoptions_AWS::ECS::Fargate to PetSearch_AWS::ECS::Fargate, to AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement."
PetSearch_AWS::ECS::Fargate,PetSite,latency,0.0481085392584436,availability_Average,2024-05-26 22:57:18.524770,"['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate']",2_29,"The path of the issue is from PetSite, through petlistadoptions_AWS::ECS::Fargate, to PetSearch_AWS::ECS::Fargate.","On 2024-05-26 22:57:18.524770, a latency issue at target node PetSearch_AWS::ECS::Fargate, primarily caused by root cause node PetSite, affects availability_Average with a severity of 0.048. The path of the issue is from PetSite, through petlistadoptions_AWS::ECS::Fargate, to PetSearch_AWS::ECS::Fargate."
DynamoDB_AWS::DynamoDB,lambda_step_readDDB_AWS::Lambda::Function,latency,0.0913802845585916,latency_p90,2024-05-26 22:57:03.924770,"['lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'DynamoDB_AWS::DynamoDB']",1_15,"The path of the issue is from lambda_step_readDDB_AWS::Lambda::Function, through lambda_step_readDDB, to DynamoDB_AWS::DynamoDB.","On 2024-05-26 22:57:03.924770, a latency issue at target node DynamoDB_AWS::DynamoDB, primarily caused by root cause node lambda_step_readDDB_AWS::Lambda::Function, affects latency_p90 with a severity of 0.091. The path of the issue is from lambda_step_readDDB_AWS::Lambda::Function, through lambda_step_readDDB, to DynamoDB_AWS::DynamoDB."
lambda_step_priceLessThan55_AWS::Lambda::Function,lambda_step_priceLessThan55_AWS::Lambda,latency,0.1133886332169683,latency_p99,2024-05-26 22:57:01.701413,"['lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function']",1_5,The path of the issue is from lambda_step_priceLessThan55_AWS::Lambda to lambda_step_priceLessThan55_AWS::Lambda::Function.,"On 2024-05-26 22:57:01.701413, a latency issue at target node lambda_step_priceLessThan55_AWS::Lambda::Function, primarily caused by root cause node lambda_step_priceLessThan55_AWS::Lambda, affects latency_p99 with a severity of 0.113. The path of the issue is from lambda_step_priceLessThan55_AWS::Lambda to lambda_step_priceLessThan55_AWS::Lambda::Function."
PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage,lambdastatusupdater_AWS::Lambda::Function,latency,0.1040434374809915,latency_p99,2024-05-26 22:57:14.382455,"['PetSite', 'payforadoption_AWS::ECS::Container', 'PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage', 'lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function']",2_11,"The path of the issue is from PetSite, through payforadoption_AWS::ECS::Container to PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage to lambdastatusupdater_AWS::Lambda, to lambdastatusupdater_AWS::Lambda::Function.","On 2024-05-26 22:57:14.382455, a latency issue at target node PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage, primarily caused by root cause node lambdastatusupdater_AWS::Lambda::Function, affects latency_p99 with a severity of 0.104. The path of the issue is from PetSite, through payforadoption_AWS::ECS::Container to PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage to lambdastatusupdater_AWS::Lambda, to lambdastatusupdater_AWS::Lambda::Function."
lambda_step_priceGreaterThan55_AWS::Lambda::Function,AWS::StepFunctions::StateMachine,latency,0.046524411973099,latency_p99,2024-05-26 22:57:10.729770,"['AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda', 'lambda_step_priceGreaterThan55_AWS::Lambda::Function']",1_45,"The path of the issue is from AWS::StepFunctions::StateMachine, through lambda_step_priceGreaterThan55_AWS::Lambda, to lambda_step_priceGreaterThan55_AWS::Lambda::Function.","On 2024-05-26 22:57:10.729770, a latency issue at target node lambda_step_priceGreaterThan55_AWS::Lambda::Function, primarily caused by root cause node AWS::StepFunctions::StateMachine, affects latency_p99 with a severity of 0.047. The path of the issue is from AWS::StepFunctions::StateMachine, through lambda_step_priceGreaterThan55_AWS::Lambda, to lambda_step_priceGreaterThan55_AWS::Lambda::Function."
petlistadoptions_AWS::ECS::Fargate,PGSQL Query_remote,latency,0.1198149826828136,latency_Average,2024-05-26 22:57:08.873365,"['petlistadoptions_AWS::ECS::Fargate', 'PGSQL Query_remote']",1_37,The path of the issue is from petlistadoptions_AWS::ECS::Fargate to PGSQL Query_remote.,"On 2024-05-26 22:57:08.873365, a latency issue at target node petlistadoptions_AWS::ECS::Fargate, primarily caused by root cause node PGSQL Query_remote, affects latency_Average with a severity of 0.120. The path of the issue is from petlistadoptions_AWS::ECS::Fargate to PGSQL Query_remote."
DynamoDB_AWS::DynamoDB,lambda_step_readDDB,latency,0.0508840355974901,latency_p90,2024-05-26 22:57:17.414301,"['lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'DynamoDB_AWS::DynamoDB']",2_24,"The path of the issue is from lambda_step_readDDB_AWS::Lambda::Function, through lambda_step_readDDB, to DynamoDB_AWS::DynamoDB.","On 2024-05-26 22:57:17.414301, a latency issue at target node DynamoDB_AWS::DynamoDB, primarily caused by root cause node lambda_step_readDDB, affects latency_p90 with a severity of 0.051. The path of the issue is from lambda_step_readDDB_AWS::Lambda::Function, through lambda_step_readDDB, to DynamoDB_AWS::DynamoDB."
lambda_step_readDDB_AWS::Lambda::Function,lambda_step_readDDB,latency,0.0437075129710549,latency_p99,2024-05-26 22:56:51.179707,"['lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB']",0_10,The path of the issue is from lambda_step_readDDB_AWS::Lambda::Function to lambda_step_readDDB.,"On 2024-05-26 22:56:51.179707, a latency issue at target node lambda_step_readDDB_AWS::Lambda::Function, primarily caused by root cause node lambda_step_readDDB, affects latency_p99 with a severity of 0.044. The path of the issue is from lambda_step_readDDB_AWS::Lambda::Function to lambda_step_readDDB."
PetSearch_AWS::ECS::Fargate,S3_AWS::S3,latency,0.075254452701029,latency_p50,2024-05-26 22:57:13.475397,"['PetSearch_AWS::ECS::Fargate', 'S3_AWS::S3']",2_7,The path of the issue is from PetSearch_AWS::ECS::Fargate to S3_AWS::S3.,"On 2024-05-26 22:57:13.475397, a latency issue at target node PetSearch_AWS::ECS::Fargate, primarily caused by root cause node S3_AWS::S3, affects latency_p50 with a severity of 0.075. The path of the issue is from PetSearch_AWS::ECS::Fargate to S3_AWS::S3."
